34
-0.000000	-20.000000
0.000000	-20.000000
1.255810	-19.960535
2.506665	-19.842294
16.235649	-17.947367
17.664358	-16.881045
19.842294	-2.506665
19.960535	-1.255810
20.000000	0.000000
19.960535	1.255810
19.842294	2.506665
19.645745	3.747626
17.437248	16.997936
17.197090	17.527771
15.106853	17.898185
2.506665	19.842294
1.255810	19.960535
0.000000	20.000000
-1.255810	19.960535
-2.506665	19.842294
-15.987288	17.870114
-17.975394	15.044263
-19.842294	2.506665
-19.960535	1.255810
-20.000000	0.000000
-19.960535	-1.255810
-19.842294	-2.506665
-19.645745	-3.747626
-17.215193	-15.679007
-16.978554	-16.363375
-15.979862	-17.659794
-3.747626	-19.645745
-2.506665	-19.842294
-1.255810	-19.960535
