43
-0.054190	-12.093580
1.670869	-11.924309
5.060254	-10.952648
6.518778	-10.115916
7.941238	-9.077225
9.021971	-7.909003
10.107316	-6.535141
10.932501	-4.905416
11.493796	-3.436927
11.977365	-1.705873
12.027885	-0.094998
11.832863	1.652420
11.561210	3.416131
10.994020	4.902368
10.079427	6.393649
9.012722	7.859400
7.763636	9.008762
6.517667	10.104031
4.929068	10.933437
3.442677	11.415215
1.768942	11.917485
-0.031950	11.931096
-1.616335	11.845176
-3.462242	11.433259
-4.915481	10.936329
-6.426264	10.140989
-7.851083	9.163618
-9.093288	7.868737
-10.029161	6.511394
-10.843243	5.000451
-11.473001	3.289956
-11.932278	1.665656
-12.084042	-0.053442
-11.957657	-1.752183
-11.486779	-3.407824
-10.941548	-5.043079
-10.141647	-6.400359
-9.039388	-7.836503
-7.924101	-9.023170
-6.555009	-10.119151
-4.887075	-10.887584
-3.369401	-11.476993
-1.639208	-11.822657
