40
-0.000000	-18.000000
0.000000	-18.000000
1.130229	-17.964481
2.255998	-17.858065
3.372864	-17.681171
4.476418	-17.434497
14.629297	-15.139992
15.378806	-14.007190
17.681171	-3.372864
17.858065	-2.255998
17.964481	-1.130229
18.000000	0.000000
17.964481	1.130229
17.858065	2.255998
17.681171	3.372864
15.552884	14.512102
14.487018	15.695849
3.372864	17.681171
2.255998	17.858065
1.130229	17.964481
0.000000	18.000000
-1.130229	17.964481
-2.255998	17.858065
-3.372864	17.681171
-4.476418	17.434497
-5.562306	17.119017
-14.842247	14.041220
-16.108128	11.612358
-17.681171	3.372864
-17.858065	2.255998
-17.964481	1.130229
-18.000000	0.000000
-17.964481	-1.130229
-17.858065	-2.255998
-17.681171	-3.372864
-17.434497	-4.476418
-14.829407	-15.592774
-3.372864	-17.681171
-2.255998	-17.858065
-1.130229	-17.964481
